CountyCode,Pełna siedziba,Number
3010,"Szkoła Podstawowa w Wandowie, Wandowo 3, 62-560 Skulsk",3010099
3010,"Miejsko-Gminna Biblioteka Publiczna w Sompolnie, Piotrkowska 8, 62-610 Sompolno",3010101
3010,"Przedszkole Miejskie ""Zielony Zakątek"", Kaliska 37, 62-610 Sompolno",3010102
3010,"Zespół Szkolno-Przedszkolny nr 2, Lubstów Kościelna 1a, 62-610 Sompolno",3010103
3010,"Dom Ludowy, Lubstówek 55, 62-610 Sompolno",3010104
3010,"Szkoła Podstawowa im. Pierwszej Kadrowej, Mąkolno Szkolna 31, 62-610 Sompolno",3010105
3010,"Szkoła Podstawowa, Ośno Górne 2A, 62-610 Sompolno",3010106
3010,"Remiza OSP, Racięcice 35, 62-610 Sompolno",3010107
3010,"Szkoła Podstawowa, Szkolna 11, 62-571 Stare Miasto",3010111
3010,"Szkoła Podstawowa, Kasztanowa 1, 62-571 Stare Miasto",3010112
3010,"Szkoła Podstawowa, Żychlin Parkowa 11, 62-571 Stare Miasto",3010113
3010,"Klub Wiejski, Krągola Pierwsza 12B, 62-571 Stare Miasto",3010114
3010,"Szkoła Podstawowa, Lisiec Wielki Długa 1, 62-571 Stare Miasto",3010115
3010,"Szkoła Podstawowa, Modła Królewska 35, 62-571 Stare Miasto",3010116
3010,"Szkoła Podstawowa, Barczygłów Grodziecka 55, 62-571 Stare Miasto",3010117
3010,"Przedszkole Samorządowe w Starym Mieście Oddział w Ruminie, Rumin 45, 62-500 Konin",3010118
3010,"Zespół Szkolno-Przedszkolny w Ślesinie, Żwirki i Wigury 55, 62-561 Ślesin",3010121
3010,"Zespół Szkolno-Przedszkolny w Ślesinie, Młodzieżowa 1, 62-561 Ślesin",3010122
3010,"Szkoła Podstawowa w Ostrowążu, Ostrowąż 21, 62-561 Ślesin",3010123
3010,"Ośrodek Szkoleniowo-Wypoczynkowy ""WITYNG"" w Mikorzynie, Mikorzyn 1A, 62-561 Ślesin",3010124
3010,"Szkoła Podstawowa w Szyszyńskich Holendrach, Szyszyńskie Holendry 162, 62-561 Ślesin",3010125
3010,"Budynek po Szkole Podstawowej w Ignacewie, Ignacewo 19, 62-561 Ślesin",3010126
3010,"Szkoła Podstawowa w Piotrkowicach, Piotrkowice 27, 62-561 Ślesin",3010127
3010,"Szkoła Podstawowa w Wąsoszach, Wąsosze 73, 62-561 Ślesin",3010128
3010,"Szkoła Podstawowa w Licheniu Starym, Konińska 48, 62-563 Licheń Stary",3010129
3010,"Dom Pomocy Społecznej w Ślesinie, Kościelna 46, 62-561 Ślesin",30101210
3010,"Szkoła Podstawowa, Zakrzewek 7, 62-610 Sompolno",3010131
3010,"Szkoła Podstawowa, Morzyczyn 4, 62-619 Sadlno",3010132
3010,"Remiza Ochotniczej Straży Pożarnej, Broniszewo 30, 62-619 Sadlno",3010133
3010,"Szkoła Podstawowa, Sadlno 5, 62-619 Sadlno",3010134
3010,"Szkoła Podstawowa, Tomisławice 5, 62-619 Sadlno",3010135
3010,"Urząd Gminy w Wierzbinku, Wierzbinek Plac Powstańców Styczniowych 110, 62-619 Sadlno",3010136
3010,"Szkoła Podstawowa, Zaryń 19, 62-618 Zaryń",3010137
3010,"Świetlica Szkoły Podstawowej w Wilczynie, Wilczogóra 700 - lecia 14, 62-550 Wilczyn",3010141
3010,"Sala Gminnego Ośrodka Kultury w Wilczynie, Rynek 14, 62-550 Wilczyn",3010142
3010,"Świetlica Gimnazjum w Wilczynie, Wilczogóra 700 - lecia 12, 62-550 Wilczyn",3010143
3010,"Sala Ochotniczej Straży Pożarnej w Kopydłowie, Kopydłowo 21, 62-550 Wilczyn",3010144
3010,"Świetlica wiejska w Wiśniewie, Wiśniewa 6, 62-550 Wilczyn",3010145
3010,"Świetlica Szkoły Podstawowej w Bieli, Biela 4, 62-550 Wilczyn",3010146
3011,"Szkoła Podstawowa nr 4 w Kościanie, ul. ABPA Antoniego Baraniaka 1, 64-000 Kościan",3011011
3011,"Szkoła Podstawowa nr 4 w Kościanie, ul. ABPA Antoniego Baraniaka 1, 64-000 Kościan",3011012
3011,"Wieża Ciśnień Kościan, ul. Czempińska 1, 64-000 Kościan",3011013
3011,"Cech Rzemiosł Różnych, ul. Rzemieślnicza 2, 64-000 Kościan",3011014
3011,"Miejska Biblioteka Publiczna w Kościanie, ul. Wrocławska 28b, 64-000 Kościan",3011015
3011,"Szkoła Podstawowa nr 1 w Kościanie, ul. Mickiewicza 12, 64-000 Kościan",3011016
3011,"Kościański Ośrodek Kultury, ul. Mickiewicza 11, 64-000 Kościan",3011017
3011,"Szkoła Podstawowa nr 3 w Kościanie, Wyzwolenia 24, 64-000 Kościan",3011018
3011,"Zespół Szkół Ponadgimnazjalnych w Kościanie, ul. Wielichowska 43a, 64-000 Kościan",3011019
3011,"Budynek ul. Bernardyńska 2, ul. Bernardyńska 2, 64-000 Kościan",30110110
3011,"Szkoła Podstawowa nr 2 w Kościanie, os. Piastowskie 47, 64-000 Kościan",30110111
3011,"Szkoła Podstawowa nr 2 w Kościanie, os. Piastowskie 47, 64-000 Kościan",30110112
3011,"Wojewódzki Szpital Neuropsychiatryczny, pl. Paderewskiego 1a, 64-000 Kościan",30110113
3011,"Samodzielny Publiczny Zespół Opieki Zdrowotnej, Szpitalna 7, 64-000 Kościan",30110114
3011,"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń",3011021
3011,"Przedszkole Samorządowe w Czempiniu, ul. Borówko Stare 1, 64-020 Czempiń",3011022
3011,"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń",3011023
3011,"Świetlica, Gorzyczki 12, 64-020 Czempiń",3011024
3011,"Szkoła Podstawowa, Głuchowo ul. Kościańska 28/30, 64-020 Czempiń",3011025
3011,"Dom Pomocy Społecznej, Jarogniewice ul. Poznańska 25, 64-020 Czempiń",3011026
3011,"Szkoła Podstawowa, Bonikowo ul. Parkowa 3, 64-000 Kościan",3011031
3011,"""Dom Ogrodnika"", Widziszewo ul. Podgórna 2a, 64-000 Kościan",3011032
3011,"Gościniec Gryżyna, Gryżyna ul. Zielona 6a, 64-000 Kościan",3011033
3011,"Szkoła Podstawowa, Kiełczewo ul. Kościańska 2, 64-000 Kościan",3011034
3011,"Szkoła Podstawowa, Racot ul. Kościańska 9 (budynek byłego Gimnazjum), 64-000 Kościan",3011035
3011,"Szkoła Podstawowa, Stary Lubosz ul. Kościańska 7, 64-000 Kościan",3011036
3011,"Szkoła Podstawowa, Turew ul. Szkolna 21, 64-000 Kościan",3011037
3011,"Świetlica Wiejska, Choryń 6a, 64-000 Kościan",3011038
3011,"Świetlica Wiejska, Kurza Góra ul. Leśna 29a, 64-000 Kościan",3011039
3011,"Szkoła Podstawowa, Kokorzyn ul. Szkolna 1, 64-000 Kościan",30110310
3011,"Szkoła Podstawowa, Stare Oborzyska ul. Szkolna 1, 64-000 Kościan",30110311
3011,"Zespół Szkół i Placówek Oświatowych w Bieżyniu, Bieżyń 111, 64-010 Krzywiń",3011041
3011,"Zespół Szkół w Jerce, Jerka ul. Szkolna 5, 64-010 Krzywiń",3011042
3011,"Hala Sportowo-Widowiskowa, ul. Gen. Chłapowskiego 34, 64-010 Krzywiń",3011043
3011,"Zespół Szkół i Placówek Oświatowych w Lubiniu, Lubiń ul. Powstańców 23, 64-010 Krzywiń",3011044
3011,"Zespół Szkół w Jerce, Jerka ul. Szkolna 5, 64-010 Krzywiń",3011045
3011,"Dom Pomocy Społecznej w Mościszkach, Mościszki 37, 64-010 Krzywiń",3011046
3011,"Szkoła Podstawowa, ul. M. Konopnickiej 5, 64-030 Śmigiel",3011051
3011,"Szkoła Podstawowa, ul. M. Konopnickiej 5, 64-030 Śmigiel",3011052
3011,"Przychodnia Lekarza Rodzinnego, ul. Skarzyńskiego 6, 64-030 Śmigiel",3011053
3011,"Przedszkole w Śmiglu, ul. Leszczyńska 13, 64-030 Śmigiel",3011054
3011,"Placówka Zamiejscowa SP ZOS Kościan, ul. Mickiewicza 2, 64-030 Śmigiel",3011055
3011,"Zespół Szkół w Czaczu, Czacz ul. Parkowa 2, 64-030 Śmigiel",3011056
3011,"Świetlica Wiejska, Koszanowo ul. Wierzbowa 40, 64-030 Śmigiel",3011057
3011,"Zespół Szkół w Starym Bojanowie, Stare Bojanowo ul. Szkolna 6, 64-030 Śmigiel",3011058
3011,"Dom Wiejski, Stare Bojanowo ul. Główna 34a, 64-030 Śmigiel",3011059
3011,"Szkoła Podstawowa w Starej Przysiece Drugiej, Stara Przysieka Druga 34, 64-030 Śmigiel",30110510
3011,"Szkoła Podstawowa, Wonieść 36, 64-030 Śmigiel",30110511
3011,"Świetlica Wiejska, Żegrówko ul. Śmigielska 18, 64-030 Śmigiel",30110512
3011,"Świetlica Wiejska, Bronikowo ul. Morownicka 18, 64-030 Śmigiel",30110513
3011,"Świetlica Wiejska, Morownica ul. Leśna 1, 64-030 Śmigiel",30110514
3011,"Świetlica Wiejska, Karśnice 90, 64-030 Śmigiel",30110515
3011,"Wojewódzki Szpital Neuropsychiatryczny w Kościanie Oddział Psychiatryczny w Wonieściu, Wonieść 48, 64-030 Śmigiel",30110516
3012,"Szkoła Podstawowa im. S. F. Klonowicza, ul. Szkolna 2, 63-750 Sulmierzyce",3012011
3012,"Sala szkolna, Plac Andrzeja Glabera 1, 63-740 Kobylin",3012021
3012,"Zespół Szkoła Podstawowa im. Juliana Tuwima i Przedszkole, ul. 3 Maja 9, 63-740 Kobylin",3012022
3012,"Remiza Ochotniczej Straży Pożarnej, ul. Krobska 19, 63-740 Kobylin",3012023
3012,"Dom Strażaka, Smolice 73a, 63-740 Kobylin",3012024
3012,"Szkoła Podstawowa, Kuklinów 40, 63-740 Kobylin",3012025
3012,"Dom Strażaka, Zalesie Wielkie 20, 63-740 Kobylin",3012026
3012,"Dom Strażaka, Wyganów 38, 63-740 Kobylin",3012027
3012,"Świetlica Wiejska, Łagiewniki 19A, 63-740 Kobylin",3012028
3012,"Biblioteka Publiczna Miasta i Gminy, ul. Zamkowa 2a, 63-720 Koźmin Wielkopolski",3012031
3012,"Budynek byłej Szkoły Podstawowej Nr 3, ul. Klasztorna 29, 63-720 Koźmin Wielkopolski",3012032
3012,"Liceum Ogólnokształcące, ul. Borecka 28, 63-720 Koźmin Wielkopolski",3012033
3012,"Szkoła Podstawowa, Mokronos 3, 63-720 Koźmin Wielkopolski",3012034
3012,"Szkoła Podstawowa Nr 1, ul. Glinki 11, 63-720 Koźmin Wielkopolski",3012035
3012,"Zespół Szkolno-Przedszkolny, Borzęciczki 9, 63-720 Koźmin Wielkopolski",3012036
3012,"Dom Strażaka, Wałków 8, 63-720 Koźmin Wielkopolski",3012037
3012,"Szpital Powiatowy, ul. Czesława Stęszewskiego 9, 63-720 Koźmin Wielkopolski",3012038
3012,"Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi im. Henryka Jordana w Krotoszynie (świetlica), ul. Władysława Jagiełły 4, 63-700 Krotoszyn",3012041
3012,"Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi im. Henryka Jordana w Krotoszynie (sala nr 1), ul. Władysława Jagiełły 4, 63-700 Krotoszyn",3012042
3012,"Przedszkole nr 7 z Oddziałami Integracyjnymi w Krotoszynie, Osiedle Korczaka 10, 63-700 Krotoszyn",3012043
3012,"Szkoła Podstawowa nr 8 z Oddziałami Dwujęzycznymi im. Marii Skłodowskiej-Curie w Krotoszynie, ul. 23 Stycznia 20, 63-700 Krotoszyn",3012044
3012,"Szkoła Podstawowa nr 8 z Oddziałami Dwujęzycznymi im. Marii Skłodowskiej-Curie w Krotoszynie, ul. 23 Stycznia 20, 63-700 Krotoszyn",3012045
3012,"Hala Sportowo-Widowiskowa (parter, sala nr 0. 23), ul. Olimpijska 10, 63-700 Krotoszyn",3012046
3012,"Zespół Szkół Ponadgimnazjalnych nr 1 w Krotoszynie (klub), ul. Mickiewicza 11, 63-700 Krotoszyn",3012047
3012,"Zespół Szkół Ponadgimnazjalnych nr 1 w Krotoszynie (stołówka), ul. Mickiewicza 11, 63-700 Krotoszyn",3012048
3012,"Muzeum Regionalne im. Hieronima Ławniczaka w Krotoszynie (budynek poklasztorny), Mały Rynek 1, 63-700 Krotoszyn",3012049
3012,"Hala Sportowo-Widowiskowa (I piętro, sala nr 1. 04), ul. Olimpijska 10, 63-700 Krotoszyn",30120410
3012,"Szkoła Podstawowa nr 1 im. Powstańców Wlkp. w Krotoszynie, al. Powstańców Wlkp. 13, 63-700 Krotoszyn",30120411
3012,"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej w Krotoszynie (budynek byłego internatu), ul. Ostrowska 49, 63-700 Krotoszyn",30120412
3012,"Środowiskowy Dom Samopomocy (była Szkoła Rolnicza), ul. Langiewicza 2, 63-700 Krotoszyn",30120413
3012,"I Liceum Ogólnokształcące im. Hugona Kołłątaja w Krotoszynie, ul. Kołłątaja 1, 63-700 Krotoszyn",30120414
3012,"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej w Krotoszynie (budynek szkoły), ul. Ostrowska 49, 63-700 Krotoszyn",30120415
3012,"Szkoła Podstawowa im. Jana Pawła II w Benicach, Benice ul. Armii Krajowej 9, 63-700 Krotoszyn",30120416
3012,"Dom Ludowy w Lutogniewie, Lutogniew ul. Krotoszyńska 154, 63-700 Krotoszyn",30120417
3012,"Szkoła Podstawowa im. Biskupa Michała Kozala w Kobiernie, ul. Kobierska 3, 63-714 Kobierno",30120418
3012,"Szkoła Podstawowa im. rtm. Witolda Pileckiego w Orpiszewie, Orpiszew ul. Szkolna 6, 63-714 Kobierno",30120419
3012,"Szkoła Podstawowa im. Mikołaja Kopernika w Biadkach, Biadki ul. Szkolna 3, 63-714 Kobierno",30120420
3012,"Szkoła Podstawowa im. ks. Jana Twardowskiego w Chwaliszewie, Chwaliszew ul. Ostrowska 39, 63-750 Sulmierzyce",30120421
3012,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Szpital Powiatowy im. Marcelego Nenckiego, ul. Mickiewicza 21, 63-700 Krotoszyn",30120422
3012,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Szpital Powiatowy im. Marcelego Nenckiego, ul. Bolewskiego 4 - 8, 63-700 Krotoszyn",30120423
3012,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Zakład Opiekuńczo-Leczniczy w Krotoszynie, ul. Bolewskiego 14, 63-700 Krotoszyn",30120424
3012,"Sala Wiejska, ul. Rynek 3, 63-708 Rozdrażew",3012051
3012,"Kółko Rolnicze, ul. Rynek 3, 63-708 Rozdrażew",3012052
3012,"Szkoła Podstawowa, Nowa Wieś 36, 63-708 Rozdrażew",3012053
3012,"Biblioteka Publiczna Gminy i Miasta Zduny, Sienkiewicza 9, 63-760 Zduny",3012061
3012,"Szkoła Podstawowa w Zdunach, ul. Łacnowa 26, 63-760 Zduny",3012062
3012,"Szkoła Podstawowa im. Powstańców Wielkopolskich w Baszkowie, Baszków 34, 63-760 Zduny",3012063
3012,"Dom Pomocy Społecznej w Baszkowie, Baszków 112A, 63-760 Zduny",3012064
3012,"Dom Pomocy Społecznej w Baszkowie, Baszków 112A, 63-760 Zduny",3012065
3013,"Publiczna Szkoła Podstawowa im. Józefa Ponikiewskiego w Nowym Belęcinie, Nowy Belęcin 30, 64-120 Krzemieniewo",3013011
3013,"Publiczne Przedszkole, ul. Spółdzielcza 48, 64-120 Krzemieniewo",3013012
3013,"Publiczna Szkoła Podstawowa im. Powstańców Wielkopolskich w Pawłowicach, ul. Leszczyńska 6, 64-122 Pawłowice",3013013
3013,"Zespół Szkół Gminy Krzemieniewo Przedszkole Szkoła Podstawowa w Garzynie, Garzyn ul. Leszczyńska 50, 64-120 Krzemieniewo",3013014
3013,"Publiczna Szkoła Podstawowa Filialna w Oporówku, Oporówko 7a, 64-120 Krzemieniewo",3013015
3013,"Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych Centrum Rehabilitacji, Górzno 63, 64-120 Krzemieniewo",3013016
3013,"Przedszkole w Górce Duchownej, Górka Duchowna 68, 64-111 Lipno",3013021
3013,"Zespół Szkół w Lipnie, ul. Powstańców Wielkopolskich 68, 64-111 Lipno",3013022
3013,"Szkoła Podstawowa im. Powstańców Wielkopolskich w Wilkowicach, Wilkowice ul. Szkolna 28, 64-115 Święciechowa",3013023
3013,"Szkoła Podstawowa im. 17 Pułku Ułanów w Goniembicach, Goniembice 29, 64-111 Lipno",3013024
3013,"Szkoła Podstawowa, ul. Kopernika 1, 64-113 Osieczna",3013031
3013,"Zespół Szkół, Kąkolewo ul. Krzywińska 14, 64-113 Osieczna",3013032
3013,"Świetlica wiejska, Grodzisko 1E, 64-113 Osieczna",3013033
3013,"Schronisko Młodzieżowe, ul. Kopernika 4, 64-113 Osieczna",3013034
3013,"Zespół Szkół, Świerczyna 43A, 64-113 Osieczna",3013035
3013,"Centrum Rehabilitacji im. Prof. Mieczysława Walczaka, ul. Zamkowa 2, 64-113 Osieczna",3013036
3013,"Hala sportowa Rydzyna, Jana Kazimierza 1, 64-130 Rydzyna",3013041
3013,"Rydzyński Ośrodek Kultury, Rynek 7, 64-130 Rydzyna",3013042
3013,"Środowiskowa Sala Sportowa, Dąbcze Sportowa 3, 64-130 Rydzyna",3013043
3013,"Świetlica wiejska, Nowa Wieś 28a, 64-130 Rydzyna",3013044
3013,"Świetlica wiejska, Kaczkowo 29, 64-130 Rydzyna",3013045
3013,"Przedszkole, Jabłonna 36a, 64-130 Rydzyna",3013046
3013,"Świetlica wiejska, Tarnowa Łąka 75, 64-130 Rydzyna",3013047
3013,"Świetlica wiejska, Moraczewo 59, 64-130 Rydzyna",3013048
3013,"Świetlica wiejska, Kłoda 52a, 64-130 Rydzyna",3013049
3013,"Świetlica wiejska, Tworzanice 22, 64-130 Rydzyna",30130410
3013,"NZOZ Zakład Pielęgnacyjno-Opiekuńczy ""Niezapominajka"", Dąbcze 25, 64-130 Rydzyna",30130411
3013,"Szkoła Podstawowa w Święciechowie, ul. Szkolna 15, 64-115 Święciechowa",3013051
3013,"Samorządowy Ośrodek Kultury w Święciechowie, ul. Śmigielska 1a, 64-115 Święciechowa",3013052
3013,"Szkoła Podstawowa w Lasocicach, Lasocice ul. Szkolna 13, 64-100 Leszno",3013053
3013,"Szkoła Podstawowa w Długiem Starem, Długie Stare ul. Leszczyńska 1, 64-100 Leszno",3013054
3013,"Branżowa Szkoła I stopnia w Brennie, Brenno ul. Kościelna 1, 64-150 WIJEWO",3013061
3013,"Szkoła Podstawowa w Wijewie, Wijewo ul. Powstańców Wielkopolskich 12, 64-150 WIJEWO",3013062
3013,"Sala masońska, ul. Kurpińskiego 29, 64-140 Włoszakowice",3013071
3013,"Szkoła Podstawowa, Dłużyna ul. Szkolna 1, 64-140 Włoszakowice",3013072
3013,"Szkoła Podstawowa, Jezierzyce Kościelne Szkolna 25, 64-117 Krzycko Małe",3013073
3013,"Szkoła Podstawowa, Bukówiec Górny ul. Powstańców Wlkp. 114, 64-140 Włoszakowice",3013074
3013,"Szkoła Podstawowa, Krzycko Wielkie ul. Szkolna 6, 64-117 Krzycko Małe",3013075
3013,"Sala widowiskowa, ul. Kurpińskiego 29, 64-140 Włoszakowice",3013076
3014,"Sala widowiskowa przy Gminnym Ośrodku Kultury i Bibliotece Publicznej w Chrzypsku Wielkim ul. Główna 22, ul. Główna 22, 64-412 Chrzypsko Wielkie",3014011
3014,"Środowiskowy Dom Samopomocy w Chrzypsku Wielkim ul. Główna 16, ul. Główna 16, 64-412 Chrzypsko Wielkie",3014012
3014,"Dom Pomocy Społecznej w Łężeczkach, Łężeczki 40, 64-412 Chrzypsko Wielkie",3014013
3014,"Sala sportowa przy Szkole Podstawowej w Kwilczu, wejście A, ul. Kardynała Stefana Wyszyńskiego 20, 64-420 Kwilcz",3014021
3014,"Sala sportowa przy Szkole Podstawowej w Kwilczu, wejście B, ul. Kardynała Stefana Wyszyńskiego 20, 64-420 Kwilcz",3014022
3014,"Sala sportowa przy Szkole Podstawowej w Luboszu, ul. Powstańców Wielkopolskich 1, 64-423 Lubosz",3014023
3014,"Hala Widowiskowo-Sportowa, ul. Dworcowa 22, 64-400 Międzychód",3014031
3014,"Szkoła Podstawowa Nr 2, ul. Gorzycka 1, 64-400 Międzychód",3014032
3014,"Urząd Miasta i Gminy, ul. Marszałka Piłsudskiego 2, 64-400 Międzychód",3014033
3014,"Sala sportowa przy Szkole Podstawowej nr 1, ul. 17 Stycznia 92, 64-400 Międzychód",3014034
3014,"Zespół Szkół Nr 2, ul. Bolesława Chrobrego 13, 64-400 Międzychód",3014035
3014,"Zespół Przedszkoli Nr 1, ul. św. Jana Pawła II 27, 64-400 Międzychód",3014036
3014,"Filia Biblioteczna, Bielsko ul. Armii Poznań 22A, 64-400 Międzychód",3014037
3014,"Dom Kultury Kamionna, ul. Poznańska 15, 64-421 Kamionna",3014038
3014,"Zespół Szkół, ul. Szkolna 1, 64-426 Łowyń",3014039
3014,"Świetlica wiejska, Radgoszcz 90, 64-400 Międzychód",30140310
3014,"Świetlica DPS Piłka-Zamyślin, Zamyślin 2A, 64-400",30140311
3014,"Świetlica SP ZOZ w Międzychodzie, Szpitalna 10, 64-400 Międzychód",30140312
3014,"Sierakowski Ośrodek Kultury, ul. Poznańska 25, 64-410 Sieraków",3014041
3014,"Szkoła Podstawowa, ul. Poznańska 25, 64-410 Sieraków",3014042
3014,"Kompleks sportowy ""Orlik""-sala gimnastyczna, ul. Wroniecka 25, 64-410 Sieraków",3014043
3014,"Centrum Kultury Sportu i Turystyki, Lutom, Lutom 77, 64-410 Sieraków",3014044
3015,"Gminny Ośrodek Kultury, ul. Leśna 13, 64-316 Kuślin",3015011
3015,"Zespół Szkoła Podstawowa-Przedszkole, Michorzewo ul. Szkolna 2, 64-316 Kuślin",3015012
3015,"Zespół Szkoła Podstawowa-Przedszkole, Wąsowo ul. Lipowa 51, 64-316 Kuślin",3015013
3015,"Szkoła Podstawowa im. Emilii Sczanieckiej w Lwówku, Gimnazjalna 1, 64-310 Lwówek",3015021
3015,"Szkoła Podstawowa im. Emilii Sczanieckiej w Lwówku, ul. Gimnazjalna 1, 64-310 Lwówek",3015022
3015,"Miejsko-Gminny Ośrodek Kultury w Lwówku, al. E. Sczanieckiej 56, 64-310 Lwówek",3015023
3015,"Zespół Szkoły Podstawowej i Przedszkola im. Powstańców Wlkp. w Posadowie, Posadowo 30, 64-310 Lwówek",3015024
3015,"Zespół Szkoły i Przedszkola im. Jana Pawła II w Brodach, Brody 1, 64-310 Lwówek",3015025
3015,"Sala Wiejska w Zębowie, Zębowo ul. Parkowa 10, 64-310 Lwówek",3015026
3015,"Sala wiejska w Bolewicach, ul. Świebodzińska 8, 64-305 Bolewice",3015031
3015,"Szkoła Podstawowa w Miedzichowie, ul. Szkolna 6, 64-361 Miedzichowo",3015032
3015,"Szkoła Podstawowa Nr 2, ul. 3 Stycznia 12, 64-300 Nowy Tomyśl",3015041
3015,"Nowotomyski Ośrodek Kultury, ul. Tysiąclecia 3, 64-300 Nowy Tomyśl",3015042
3015,"Szkoła Podstawowa Nr 1, ul. Wierzbowa 1, 64-300 Nowy Tomyśl",3015043
3015,"Przedszkole Nr 5, ul. Nowa 23, 64-300 Nowy Tomyśl",3015044
3015,"Przedszkole Nr 2, Osiedle Stefana Batorego 19, 64-300 Nowy Tomyśl",3015045
3015,"Żłobek, Osiedle Stefana Batorego 18, 64-300 Nowy Tomyśl",3015046
3015,"Przedszkole Nr 4, Osiedle Północ 8, 64-300 Nowy Tomyśl",3015047
3015,"Szkoła Podstawowa Nr 3, Osiedle Północ 25, 64-300 Nowy Tomyśl",3015048
3015,"Wiejski Dom Kultury, Boruja Kościelna ul. Wolsztyńska 1, 64-300 Nowy Tomyśl",3015049
3015,"Zespół Przedszkolno-Szkolny w Bukowcu, Bukowiec ul. Kościelna 75, 64-300 Nowy Tomyśl",30150410
3015,"Przedszkole Nr 3, ul. 3 Stycznia 70, 64-300 Nowy Tomyśl",30150411
3015,"Strażnica OSP, Jastrzębsko Stare ul. Nowotomyska 25, 64-300 Nowy Tomyśl",30150412
3015,"Świetlica Wiejska, Paproć 165, 64-300 Nowy Tomyśl",30150413
3015,"Świetlica Wiejska w Starym Tomyślu, Stary Tomyśl ul. Franciszka Dzikowskiego 5, 64-300 Nowy Tomyśl",30150414
3015,"Szkoła Podstawowa, Wytomyśl ul. Szkolna 18, 64-300 Nowy Tomyśl",30150415
3015,"Szkoła Podstawowa, Sątopy ul. Szkolna 3, 64-300 Nowy Tomyśl",30150416
3015,"Samodzielny Publiczny Zakład Opieki Zdrowotnej-Szpital im. doktora Kazimierza Hołogi, ul. Henryka Sienkiewicza 3, 64-300 Nowy Tomyśl",30150417
3015,"Szkoła Podstawowa z Oddziałami Dwujęzycznymi im. A. i Wł. Niegolewskich, ul. Poznańska 37, 64-330 Opalenica",3015051
3015,"Szkoła Podstawowa z Oddziałami Dwujęzycznymi im. A. i Wł. Niegolewskich, ul. Farna 5, 64-330 Opalenica",3015052
3015,"Aula Ochotniczej Straży Pożarnej w Opalenicy, ul. Młyńska 61, 64-330 Opalenica",3015053
3015,"Zespół Szkół, ul. Gimnazjalna 1, 64-330 Opalenica",3015054
3015,"Szkoła Podstawowa z Oddziałami Dwujęzycznymi im. A. i Wł. Niegolewskich, ul. Farna 5, 64-330 Opalenica",3015055
3015,"Zespół Szkolno-Przedszkolny, Wojnowice ul. Poznańska 5, 64-330 Opalenica",3015056
3015,"Szkoła Podstawowa, Dakowy Mokre ul. Szkolna 8, 64-330 Opalenica",3015057
3015,"Sala Wiejska, Sielinko ul. Opalenicka 6, 64-330 Opalenica",3015058
3015,"Świetlica Wiejska, Jastrzębniki 36, 64-330 Opalenica",3015059
3015,"Wiejski Dom Kultury, Rudniki 84, 64-330 Opalenica",30150510
3015,"Szkoła Podstawowa im. Arkadego Fiedlera, ul. Mostowa 10, 64-360 Zbąszyń",3015061
3015,"Szkoła Podstawowa im. Arkadego Fiedlera, ul. Mostowa 10, 64-360 Zbąszyń",3015062
3015,"Liceum Ogólnokształcące im. Stefana Garczyńskiego w Zbąszyniu, ul. Powstańców Wielkopolskich 43, 64-360 Zbąszyń",3015063
3015,"Muzeum Ziemi Zbąszyńskiej i Regionu Kozła, ul. Rynek 8, 64-360 Zbąszyń",3015064
3015,"Biblioteka Publiczna Gminy i Miasta Zbąszyń, ul. 17 Stycznia 59a, 64-360 Zbąszyń",3015065
3015,"Zespół Szkolno-Przedszkolny w Chrośnicy, Chrośnica 54, 64-360 Zbąszyń",3015066
3015,"Szkoła Podstawowa im. Powstańców Wielkopolskich, Łomnica 40, 64-360 Zbąszyń",3015067
3015,"Sala wiejska w Stefanowie, Stefanowo 59, 64-360 Zbąszyń",3015068
3015,"Szkoła Podstawowa im. Antoniny Woźnej, Przyprostynia ul. Prandoty 76, 64-360 Zbąszyń",3015069
3015,"Sala wiejska w Nowej Wsi Zbąskiej, Nowa Wieś Zbąska 19A, 64-360 Zbąszyń",30150610
3015,"Sala wiejska w Nądni, Nądnia Główna 42, 64-360 Zbąszyń",30150611
3016,"Obornicki Ośrodek Kultury, ul. Armii Poznań 18, 64-600 Oborniki",3016011
3016,"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej w Obornikach, ul. Lipowa 19, 64-600 Oborniki",3016012
3016,"Szkoła Podstawowa nr 2 w Obornikach, ul. Szkolna 7, 64-600 Oborniki",3016013
3016,"Biblioteka Publiczna Miasta i Gminy Oborniki, ul. Mikołaja Kopernika 10, 64-600 Oborniki",3016014
