CountyCode,Pełna siedziba,Number
0419,"Zespół Szkół, ul. Polna 1, 88-190 Barcin",0419015
0419,"Miejski Dom Kultury, ul. Artylerzystów 8, 88-190 Barcin",0419016
0419,"Zespół Szkół, ul. Artylerzystów 13, 88-190 Barcin",0419017
0419,"Zespół Szkół, ul. Artylerzystów 13, 88-190 Barcin",0419018
0419,"Szkoła Podstawowa, ul. 11 Listopada 5, 88-192 Piechcin",0419019
0419,"Szkoła Podstawowa, ul. 11 Listopada 5, 88-192 Piechcin",04190110
0419,"Biblioteka Publiczna Miasta i Gminy Barcin Filia w Piechcinie, ul. 11 Listopada 1c, 88-192 Piechcin",04190111
0419,"Świetlica wiejska, Krotoszyn 61, 88-190 Barcin",04190112
0419,"Stanica żeglarska ""Neptun"", ul. Wyzwolenia 16, 88-190 Barcin",04190113
0419,"Szkoła Podstawowa Nr 1, Plac 1 Maja 8, 88-190 Barcin",04190114
0419,"Szkoła Podstawowa, Mamlicz 72, 88-190 Barcin",04190115
0419,"Szkoła Podstawowa, Leszka Białego 6, 88-410 Gąsawa",0419021
0419,"Gminny Ośrodek Kultury, Żnińska 19, 88-410 Gąsawa",0419022
0419,"Budynek Muzeum Archeologicznego, Biskupin 26, 88-410 Gąsawa",0419023
0419,"Świetlica Wiejska, Pniewy 4A, 88-410 Gąsawa",0419024
0419,"Szkoła Podstawowa, Laski Wielkie 25, 88-410 Gąsawa",0419025
0419,"Oddział Zamiejscowy Szkoły Podstawowej w Gąsawie, Szelejewo 19, 88-410 Gąsawa",0419026
0419,"Szkoła Podstawowa, ul. Szkolna 8, 88-430 Janowiec Wielkopolski",0419031
0419,"Miejsko-Gminny Ośrodek Kultury, ul. Powstańców Wielkopolskich 16, 88-430 Janowiec Wielkopolski",0419032
0419,"Miejsko-Gminny Ośrodek Kultury, ul. Powstańców Wielkopolskich 16, 88-430 Janowiec Wielkopolski",0419033
0419,"Zespół Szkół Niepublicznych, ul. 3 Maja 30, 88-430 Janowiec Wielkopolski",0419034
0419,"Budynek Gminy Janowiec Wielkopolski (Świetlica wiejska), Juncewo 27, 88-430 Janowiec Wielkopolski",0419035
0419,"Szkoła Podstawowa, Świątkowo 59, 88-430 Janowiec Wielkopolski",0419036
0419,"Szkoła Podstawowa, Żerniki 32, 88-430 Janowiec Wielkopolski",0419037
0419,"Szkoła Podstawowa, Żerniki 32, 88-430 Janowiec Wielkopolski",0419038
0419,"Biblioteka Publiczna im. Stefanii Popiołek, ul. Gnieźnieńska 3a, 88-430 Janowiec Wielkopolski",0419039
0419,"Zespół Szkół Niepublicznych (sala gimnastyczna), ul. 3 Maja 30, 88-430 Janowiec Wielkopolski",04190310
0419,"Szkoła Podstawowa (sala gimnastyczna), ul. Szkolna 8, 88-430 Janowiec Wielkopolski",04190311
0419,"Budynek Gminy Janowiec Wielkopolski Niepubliczna Szkoła Podstawowa, Sarbinowo Drugie 11, 88-430 Janowiec Wielkopolski",04190312
0419,"Budynek Gminy Janowiec Wielkopolski Niepubliczna Szkoła Podstawowa, Laskowo 26, 88-430 Janowiec Wielkopolski",04190313
0419,"Dom Pomocy Społecznej, Tonowo 52, 88-430 Janowiec Wielkopolski",04190314
0419,"Zespół Szkół w Łabiszynie, Łabiszyn ul. NADNOTECKA 2, 89-210 ŁABISZYN",0419041
0419,"Zespół Szkół w Łabiszynie, Łabiszyn ul. POZNAŃSKA 12, 89-210 ŁABISZYN",0419042
0419,"Zespół Szkół w Łabiszynie, Poznańska 9, 89-210 Łabiszyn",0419043
0419,"Łabiszyński Dom Kultury, Parkowa 1, 89-210 Łabiszyn",0419044
0419,"Zespół Szkół w Lubostroniu, Lubostroń 13a, 89-210 ŁABISZYN",0419045
0419,"ŚWIETLICA ŚRODOWISKOWA, Jabłówko, 89-210 ŁABISZYN",0419046
0419,"NIEPUBLICZNA SZKOŁA PODSTAWOWA, Nowe Dąbie 56, 89-210 ŁABISZYN",0419047
0419,"Świetlica Środowiskowa, Władysławowo, 89-210 Łabiszyn",0419048
0419,"ŚWIETLICA ŚRODOWISKOWA, Jeżewo, 89-210 ŁABISZYN",0419049
0419,"Szkoła Filialna, Ojrzanowo 40, 89-210 ŁABISZYN",04190410
0419,"Świetlica Środowiskowa, Załachowo, 89-210 Łabiszyn",04190411
0419,"Łabiszyński Dom Kultury, ul. Parkowa 1, 89-210 Łabiszyn",04190412
0419,"Gminny Dom Kultury w Rogowie, ul. Kościelna 4a, 88-420 Rogowo",0419051
0419,"Szkoła Podstawowa w Rogowie, ul. Szkolna 7, 88-420 Rogowo",0419052
0419,"Świetlica Kółka Rolniczego w Czewujewie, Czewujewo 44, 88-420 Rogowo",0419053
0419,"Świetlica wiejska w Lubczu, Lubcz 22, 88-420 Rogowo",0419054
0419,"Szkoła Podstawowa z Oddziałami Integracyjnymi w Gościeszynie, Gościeszyn 20, 88-420 Rogowo",0419055
0419,"Świetlica wiejska w Złotnikach, Złotniki 14, 88-420 Rogowo",0419056
0419,"Świetlica wiejska w Skórkach, Skórki 12, 88-420 Rogowo",0419057
0419,"Szkoła Podstawowa Nr 5, ul. 1 Stycznia 17, 88-400 Żnin",0419061
0419,"Przedszkole Miejskie Nr 1, ul. Browarowa 16, 88-400 Żnin",0419062
0419,"Zespół Szkół Technicznych, ul. Browarowa 14, 88-400 Żnin",0419063
0419,"Spółdzielnia Mieszkaniowa, ul. Kopernika 5a, 88-400 Żnin",0419064
0419,"Szkoła Podstawowa Nr 2, ul. Wandy Pieniężnej 19, 88-400 Żnin",0419065
0419,"Szkoła Podstawowa Nr 2, ul. Wandy Pieniężnej 19, 88-400 Żnin",0419066
0419,"Zespół Szkół Specjalnych, ul. Mickiewicza 32, 88-400 Żnin",0419067
0419,"Zespół Szkół Ekonomiczno-Handlowych, ul. Śniadeckich 18, 88-400 Żnin",0419068
0419,"Szkoła Podstawowa Nr 1, ul. Szkolna 4, 88-400 Żnin",0419069
0419,"Przedszkole Miejskie Nr 2, Budynek A, ul. Klemensa Janickiego 10, 88-400 Żnin",04190610
0419,"Przedszkole Miejskie Nr 2, Budynek B, ul. Jasna 5, 88-400 Żnin",04190611
0419,"Miejski Ośrodek Sportu, ul. Gnieźnieńska 7, 88-400 Żnin",04190612
0419,"Budynek Gminy Żnin, Niepubliczna Szkoła Podstawowa, Gorzyce 60, 88-400 Żnin",04190613
0419,"Budynek Gminy Żnin (świetlica wiejska), Brzyskorzystewko 10, Brzyskorzystewko 10, 88-400 Żnin",04190614
0419,"Miejska i Powiatowa Biblioteka Publiczna, ul. Sienkiewicza 4, 88-400 Żnin",04190615
0419,"Szkoła Podstawowa, Januszkowo 20, 88-400 Żnin",04190616
0419,"Budynek Gminy Żnin (świetlica wiejska), Jadowniki Rycerskie 18A, 88-400 Żnin",04190617
0419,"Budynek Gminy Żnin (świetlica wiejska), Podgórzyn 5, 88-400 Żnin",04190618
0419,"I Liceum Ogólnokształcące, ul. Sienkiewicza 1, 88-400 Żnin",04190619
0419,"Budynek Gminy Żnin (świetlica wiejska), Cerekwica 6B, 88-400 Żnin",04190620
0419,"Szkoła Podstawowa, Słębowo 1, 88-400 Żnin",04190621
0419,"Pałuckie Centrum Zdrowia Sp. z o. o., ul. Szpitalna 30, 88-400 Żnin",04190622
0419,"Dom Pomocy Społecznej, Podobowice 49, 88-400 Żnin",04190623
0461,"Siedziba Rady Osiedla ""Piaski"", ul. Drzycimska 7, 85-555 Bydgoszcz",0461011
0461,"Szkoła Podstawowa nr 36, ul. Żeglarska 67, 85-529 Bydgoszcz",0461012
0461,"Szkoła Podstawowa nr 36, ul. Średnia 98, 85-554 Bydgoszcz",0461013
0461,"Specjalny Ośrodek Szkolno-Wychowawczy nr 3 im. Marii Grzegorzewskiej, ul. Graniczna 12, 85-201 Bydgoszcz",0461014
0461,"Szkoła Podstawowa nr 10, ul. Śląska 7, 85-235 Bydgoszcz",0461015
0461,"Szkoła Podstawowa nr 10, ul. Śląska 7, 85-235 Bydgoszcz",0461016
0461,"Zespół Szkół nr 6, ul. Staroszkolna 12, 85-209 Bydgoszcz",0461017
0461,"Zespół Szkół nr 6, ul. Staroszkolna 12, 85-209 Bydgoszcz",0461018
0461,"III Liceum Ogólnokształcące, ul. Nowogrodzka 3, 85-208 Bydgoszcz",0461019
0461,"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz",04610110
0461,"K. S. ""Gwiazda"", ul. Józefa Bronikowskiego 45, 85-350 Bydgoszcz",04610111
0461,"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz",04610112
0461,"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz",04610113
0461,"Szkoła Podstawowa nr 34, ul. Opławiec 157, 85-469 Bydgoszcz",04610114
0461,"Zespół Szkół nr 24, ul. Puszczykowa 11, 85-446 Bydgoszcz",04610115
0461,"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz",04610116
0461,"Zespół Szkół nr 24, ul. Puszczykowa 11, 85-446 Bydgoszcz",04610117
0461,"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz",04610118
0461,"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz",04610119
0461,"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz",04610120
0461,"Szkoła Podstawowa nr 15, ul. Czerkaska 8, 85-641 Bydgoszcz",04610121
0461,"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz",04610122
0461,"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz",04610123
0461,"Szkoła Podstawowa nr 15, ul. Czerkaska 8, 85-641 Bydgoszcz",04610124
0461,"Zespół Szkolno-Przedszkolny nr 2, ul. Kaliska 10, 85-602 Bydgoszcz",04610125
0461,"Zespół Szkolno-Przedszkolny nr 2, ul. Kaliska 10, 85-602 Bydgoszcz",04610126
0461,"Zespół Szkolno-Przedszkolny nr 2, ul. Grabowa 4, 85-601 Bydgoszcz",04610127
0461,"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz",04610128
0461,"Szkoła Podstawowa nr 31, ul. Mieczysława Karłowicza 2, 85-092 Bydgoszcz",04610129
0461,"Zespół Szkół Budowlanych, ul. Jana Pestalozziego 18, 85-095 Bydgoszcz",04610130
0461,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, ul. Józefa Poniatowskiego 12, 85-671 Bydgoszcz",04610131
0461,"Zespół Szkół Ekonomiczno-Administracyjnych, ul. Gajowa 98, 85-717 Bydgoszcz",04610132
0461,"XI Liceum Ogólnokształcące Mistrzostwa Sportowego, ul. Cicha 59, 85-650 Bydgoszcz",04610133
0461,"XI Liceum Ogólnokształcące Mistrzostwa Sportowego, ul. Cicha 59, 85-650 Bydgoszcz",04610134
0461,"Zespół Szkół Budowlanych, ul. Jana Pestalozziego 18, 85-095 Bydgoszcz",04610135
0461,"Szkoła Podstawowa nr 14, ul. Żmudzka 12, 85-028 Bydgoszcz",04610136
0461,"Zespół Szkół Samochodowych, aleja Powstańców Wielkopolskich 63, 85-090 Bydgoszcz",04610137
0461,"Szkoła Podstawowa nr 14, ul. Żmudzka 12, 85-028 Bydgoszcz",04610138
0461,"VIII Liceum Ogólnokształcące, ul. Swarzewska 10, 85-731 Bydgoszcz",04610139
0461,"VIII Liceum Ogólnokształcące, ul. Swarzewska 10, 85-731 Bydgoszcz",04610140
0461,"Zespół Szkół Rzemiosła i Przedsiębiorczości, ul. Kijowska 7, 85-703 Bydgoszcz",04610141
0461,"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz",04610142
0461,"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz",04610143
0461,"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz",04610144
0461,"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz",04610145
0461,"Zespół Szkół Handlowych, ul. Gajowa 94, 85-717 Bydgoszcz",04610146
0461,"Zespół Szkół Handlowych, ul. Gajowa 94, 85-717 Bydgoszcz",04610147
0461,"Zespół Szkół Ekonomiczno-Administracyjnych, ul. Gajowa 98, 85-717 Bydgoszcz",04610148
0461,"Bydgoski Zakład Doskonalenia Zawodowego Stowarzyszenie Oświatowo-Techniczne, ul. Fordońska 120, 85-738 Bydgoszcz",04610149
0461,"Szkoła Podstawowa nr 19, ul. Kapliczna 7, 85-775 Bydgoszcz",04610150
0461,"Szkoła Podstawowa nr 43, ul. Łowicka 45, 85-776 Bydgoszcz",04610151
0461,"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz",04610152
0461,"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz",04610153
0461,"MDK nr 5, ul. Felicji Krysiewiczowej 8, 85-796 Bydgoszcz",04610154
0461,"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz",04610155
0461,"Zespół Szkół Nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz",04610156
0461,"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz",04610157
0461,"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz",04610158
0461,"Szkoła Podstawowa nr 66, ul. gen. Augusta Emila Fieldorfa ""Nila"" 3, 85-796 Bydgoszcz",04610159
0461,"Szkoła Podstawowa nr 66, ul. gen. Augusta Emila Fieldorfa ""Nila"" 3, 85-796 Bydgoszcz",04610160
0461,"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz",04610161
0461,"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz",04610162
0461,"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz",04610163
0461,"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz",04610164
0461,"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz",04610165
0461,"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz",04610166
0461,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",04610167
0461,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",04610168
0461,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",04610169
0461,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",04610170
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610171
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610172
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610173
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610174
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610175
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610176
0461,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",04610177
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610178
0461,"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz",04610179
0461,"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz",04610180
0461,"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",04610181
0461,"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",04610182
0461,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",04610183
0461,"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",04610184
0461,"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",04610185
0461,"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz",04610186
0461,"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz",04610187
0461,"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz",04610188
0461,"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz",04610189
0461,"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz",04610190
0461,"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz",04610191
0461,"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz",04610192
0461,"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz",04610193
0461,"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz",04610194
0461,"Zespół Szkół Elektrycznych, ul. Stawowa 41, 85-323 Bydgoszcz",04610195
0461,"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz",04610196
0461,"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz",04610197
0461,"KPEC Sp. z o. o., ul. ks. Józefa Schulza 5, 85-315 Bydgoszcz",04610198
0461,"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz",04610199
0461,"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz",046101100
0461,"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz",046101101
0461,"Zespół Szkół nr 29, ul. Słoneczna 26, 85-348 Bydgoszcz",046101102
0461,"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz",046101103
0461,"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz",046101104
0461,"K. S. ""Gwiazda"", ul. Józefa Bronikowskiego 45, 85-350 Bydgoszcz",046101105
0461,"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz",046101106
0461,"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz",046101107
0461,"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz",046101108
0461,"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz",046101109
0461,"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz",046101110
0461,"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz",046101111
0461,"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz",046101112
0461,"II Liceum Ogólnokształcące, ul. Nowodworska 13, 85-120 Bydgoszcz",046101113
0461,"Zespół Szkół Prywatnych-Szkoły ""Sokrates"", ul. Jana Henryka Dąbrowskiego 8, 85-158 Bydgoszcz",046101114
0461,"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz",046101115
0461,"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz",046101116
0461,"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz",046101117
0461,"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz",046101118
0461,"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz",046101119
0461,"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz",046101120
0461,"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz",046101121
0461,"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz",046101122
0461,"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz",046101123
0461,"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz",046101124
0461,"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz",046101125
0461,"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz",046101126
0461,"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz",046101127
0461,"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz",046101128
0461,"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz",046101129
0461,"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz",046101130
0461,"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz",046101131
0461,"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz",046101132
0461,"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz",046101133
0461,"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz",046101134
0461,"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz",046101135
0461,"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz",046101136
0461,"Zespół Szkół Drzewnych, ul. Toruńska 44, 85-023 Bydgoszcz",046101137
0461,"Spółdzielnia Mieszkaniowa ""BUDOWLANI"", ul. Tadeusza Boya-Żeleńskiego 1, 85-858 Bydgoszcz",046101138
0461,"Zespół Szkół nr 19, ul. Adama Grzymały Siedleckiego 11, 85-868 Bydgoszcz",046101139
0461,"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz",046101140
0461,"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz",046101141
0461,"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz",046101142
0461,"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz",046101143
0461,"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz",046101144
0461,"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz",046101145
0461,"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz",046101146
0461,"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz",046101147
0461,"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz",046101148
0461,"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz",046101149
0461,"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz",046101150
0461,"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz",046101151
0461,"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz",046101152
0461,"BKS ""CHEMIK"", ul. Glinki 79, 85-061 Bydgoszcz",046101153
0461,"Szkoła Podstawowa nr 28, ul. Krzysztofa Kamila Baczyńskiego 1, 85-805 Bydgoszcz",046101154
0461,"Bydgoskie Biuro Finansów Oświaty, ul. Krzysztofa Kamila Baczyńskiego 5, 85-805 Bydgoszcz",046101155
0461,"MDK nr 1, ul. Krzysztofa Kamila Baczyńskiego 3, 85-805 Bydgoszcz",046101156
0461,"MDK nr 1, ul. Krzysztofa Kamila Baczyńskiego 3, 85-805 Bydgoszcz",046101157
0461,"Bydgoskie Biuro Finansów Oświaty, ul. Krzysztofa Kamila Baczyńskiego 5, 85-805 Bydgoszcz",046101158
0461,"Szkoła Podstawowa nr 46, ul. Kombatantów 2, 85-829 Bydgoszcz",046101159
0461,"Szkoła Podstawowa nr 46, ul. Kombatantów 2, 85-829 Bydgoszcz",046101160
0461,"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz",046101161
0461,"Zespół Szkół Spożywczych, ul. Toruńska 174, 85-844 Bydgoszcz",046101162
0461,"V Liceum Ogólnokształcące, ul. Szarych Szeregów 4a, 85-829 Bydgoszcz",046101163
0461,"V Liceum Ogólnokształcące, ul. Szarych Szeregów 4a, 85-829 Bydgoszcz",046101164
0461,"Szkoła Podstawowa nr 57, ul. Bohaterów Westerplatte 2, 85-827 Bydgoszcz",046101165
0461,"Szkoła Podstawowa nr 57, ul. Bohaterów Westerplatte 2, 85-827 Bydgoszcz",046101166
0461,"Centrum Integracji Społecznej im. Jacka Kuronia, ul. Smoleńska 43, 85-833 Bydgoszcz",046101167
0461,"Zespół Szkół nr 18, ul. Hutnicza 89, 85-873 Bydgoszcz",046101168
0461,"Świetlica Środowiskowa MOPS ""Wodny Kraj"", ul. Toruńska 185 - 187, 85-844 Bydgoszcz",046101169
0461,"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz",046101170
0461,"XIII Liceum Ogólnokształcące, ul. Aleksandra Fredry 3, 85-057 Bydgoszcz",046101171
0461,"Poradnia Psychologiczno-Pedagogiczna nr 1, ul. Jana III Sobieskiego 10, 85-060 Bydgoszcz",046101172
0461,"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz",046101173
0461,"Szkoła Podstawowa nr 2, ul. Hetmańska 34, 85-039 Bydgoszcz",046101174
0461,"Przedszkole nr 80, ul. Tadeusza Kościuszki 37a, 85-071 Bydgoszcz",046101175
0461,"Szkoła Podstawowa nr 58, ul. Gdańska 53a, 85-005 Bydgoszcz",046101176
0461,"Przedszkole nr 80, ul. Tadeusza Kościuszki 37a, 85-071 Bydgoszcz",046101177
0461,"MDK nr 4, ul. Dworcowa 82, 85-010 Bydgoszcz",046101178
0461,"MDK nr 4, ul. Dworcowa 82, 85-010 Bydgoszcz",046101179
0461,"ENEA Operator Sp. z o. o., ul. Dr. Emila Warmińskiego 6, 85-054 Bydgoszcz",046101180
0461,"ADM Sp. z o. o.-ROM Nr 3, ul. Gdańska 9, 85-006 Bydgoszcz",046101181
0461,"VI Liceum Ogólnokształcące, ul. Stanisława Staszica 4, 85-014 Bydgoszcz",046101182
0461,"Szkoła Podstawowa nr 37, ul. Gdańska 122, 85-021 Bydgoszcz",046101183
0461,"VI Liceum Ogólnokształcące, ul. Stanisława Staszica 4, 85-014 Bydgoszcz",046101184
0461,"I Liceum Ogólnokształcące, ul. Plac Wolności 9, 85-004 Bydgoszcz",046101185
0461,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, ul. Jagiellońska 11, 85-067 Bydgoszcz",046101186
0461,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, ul. Pl. Kościeleckich 8, 85-033 Bydgoszcz",046101187
0461,"Szkoła Podstawowa nr 47, ul. Adama Czartoryskiego 18, 85-222 Bydgoszcz",046101188
0461,"Urząd Miasta Bydgoszczy, ul. Jezuicka 2, 85-102 Bydgoszcz",046101189
