"Id","CountyCode","Code","Name","Order"
186,"0402","040208","gm. Osiek",186
187,"0402","040209","gm. Świedziebnia",187
188,"0402","040210","gm. Zbiczno",188
189,"0403","040301","gm. Białe Błota",189
190,"0403","040302","gm. Dąbrowa Chełmińska",190
191,"0403","040303","gm. Dobrcz",191
192,"0403","040304","gm. Koronowo",192
193,"0403","040305","gm. Nowa Wieś Wielka",193
194,"0403","040306","gm. Osielsko",194
195,"0403","040307","gm. Sicienko",195
196,"0403","040308","gm. Solec Kujawski",196
197,"0404","040401","m. Chełmno",197
198,"0404","040402","gm. Chełmno",198
199,"0404","040403","gm. Kijewo Królewskie",199
200,"0404","040404","gm. Lisewo",200
201,"0404","040405","gm. Papowo Biskupie",201
202,"0404","040406","gm. Stolno",202
203,"0404","040407","gm. Unisław",203
204,"0405","040501","m. Golub-Dobrzyń",204
205,"0405","040502","gm. Ciechocin",205
206,"0405","040503","gm. Golub-Dobrzyń",206
207,"0405","040504","gm. Kowalewo Pomorskie",207
208,"0405","040505","gm. Radomin",208
209,"0405","040506","gm. Zbójno",209
210,"0406","040601","gm. Grudziądz",210
211,"0406","040602","gm. Gruta",211
212,"0406","040603","gm. Łasin",212
213,"0406","040604","gm. Radzyń Chełmiński",213
214,"0406","040605","gm. Rogóźno",214
215,"0406","040606","gm. Świecie nad Osą",215
216,"0407","040701","m. Inowrocław",216
217,"0407","040702","gm. Dąbrowa Biskupia",217
218,"0407","040703","gm. Gniewkowo",218
219,"0407","040704","gm. Inowrocław",219
220,"0407","040705","gm. Janikowo",220
221,"0407","040706","gm. Kruszwica",221
222,"0407","040707","gm. Pakość",222
223,"0407","040708","gm. Rojewo",223
224,"0407","040709","gm. Złotniki Kujawskie",224
225,"0408","040801","m. Lipno",225
226,"0408","040802","gm. Bobrowniki",226
227,"0408","040803","gm. Chrostkowo",227
228,"0408","040804","gm. Dobrzyń nad Wisłą",228
229,"0408","040805","gm. Kikół",229
230,"0408","040806","gm. Lipno",230
231,"0408","040807","gm. Skępe",231
232,"0408","040808","gm. Tłuchowo",232
233,"0408","040809","gm. Wielgie",233
234,"0409","040901","gm. Dąbrowa",234
235,"0409","040902","gm. Jeziora Wielkie",235
236,"0409","040903","gm. Mogilno",236
237,"0409","040904","gm. Strzelno",237
238,"0410","041001","gm. Kcynia",238
239,"0410","041002","gm. Mrocza",239
240,"0410","041003","gm. Nakło nad Notecią",240
241,"0410","041004","gm. Sadki",241
242,"0410","041005","gm. Szubin",242
243,"0411","041101","m. Radziejów",243
244,"0411","041102","gm. Bytoń",244
245,"0411","041103","gm. Dobre",245
246,"0411","041104","gm. Osięciny",246
247,"0411","041105","gm. Piotrków Kujawski",247
248,"0411","041106","gm. Radziejów",248
249,"0411","041107","gm. Topólka",249
250,"0412","041201","m. Rypin",250
251,"0412","041202","gm. Brzuze",251
252,"0412","041203","gm. Rogowo",252
253,"0412","041204","gm. Rypin",253
254,"0412","041205","gm. Skrwilno",254
255,"0412","041206","gm. Wąpielsk",255
256,"0413","041301","gm. Kamień Krajeński",256
257,"0413","041302","gm. Sępólno Krajeńskie",257
258,"0413","041303","gm. Sośno",258
259,"0413","041304","gm. Więcbork",259
260,"0414","041401","gm. Bukowiec",260
261,"0414","041402","gm. Dragacz",261
262,"0414","041403","gm. Drzycim",262
263,"0414","041404","gm. Jeżewo",263
264,"0414","041405","gm. Lniano",264
265,"0414","041406","gm. Nowe",265
266,"0414","041407","gm. Osie",266
267,"0414","041408","gm. Pruszcz",267
268,"0414","041409","gm. Świecie",268
269,"0414","041410","gm. Świekatowo",269
270,"0414","041411","gm. Warlubie",270
271,"0415","041501","m. Chełmża",271
272,"0415","041502","gm. Chełmża",272
273,"0415","041503","gm. Czernikowo",273
274,"0415","041504","gm. Lubicz",274
275,"0415","041505","gm. Łubianka",275
276,"0415","041506","gm. Łysomice",276
277,"0415","041507","gm. Obrowo",277
278,"0415","041508","gm. Wielka Nieszawka",278
279,"0415","041509","gm. Zławieś Wielka",279
280,"0416","041601","gm. Cekcyn",280
281,"0416","041602","gm. Gostycyn",281
282,"0416","041603","gm. Kęsowo",282
283,"0416","041604","gm. Lubiewo",283
284,"0416","041605","gm. Śliwice",284
285,"0416","041606","gm. Tuchola",285
286,"0417","041701","m. Wąbrzeźno",286
287,"0417","041702","gm. Dębowa Łąka",287
288,"0417","041703","gm. Książki",288
289,"0417","041704","gm. Płużnica",289
290,"0417","041705","gm. Ryńsk",290
291,"0418","041801","m. Kowal",291
292,"0418","041802","gm. Baruchowo",292
293,"0418","041803","gm. Boniewo",293
294,"0418","041804","gm. Brześć Kujawski",294
295,"0418","041805","gm. Choceń",295
296,"0418","041806","gm. Chodecz",296
297,"0418","041807","gm. Fabianki",297
298,"0418","041808","gm. Izbica Kujawska",298
299,"0418","041809","gm. Kowal",299
300,"0418","041810","gm. Lubanie",300
301,"0418","041811","gm. Lubień Kujawski",301
302,"0418","041812","gm. Lubraniec",302
303,"0418","041813","gm. Włocławek",303
304,"0419","041901","gm. Barcin",304
305,"0419","041902","gm. Gąsawa",305
306,"0419","041903","gm. Janowiec Wielkopolski",306
307,"0419","041904","gm. Łabiszyn",307
308,"0419","041905","gm. Rogowo",308
309,"0419","041906","gm. Żnin",309
310,"0461","046101","m. Bydgoszcz",310
311,"0462","046201","m. Grudziądz",311
312,"0463","046301","m. Toruń",312
313,"0464","046401","m. Włocławek",313
314,"0601","060101","m. Międzyrzec Podlaski",314
315,"0601","060102","m. Terespol",315
316,"0601","060103","gm. Biała Podlaska",316
317,"0601","060104","gm. Drelów",317
318,"0601","060105","gm. Janów Podlaski",318
319,"0601","060106","gm. Kodeń",319
320,"0601","060107","gm. Konstantynów",320
321,"0601","060108","gm. Leśna Podlaska",321
322,"0601","060109","gm. Łomazy",322
323,"0601","060110","gm. Międzyrzec Podlaski",323
324,"0601","060111","gm. Piszczac",324
325,"0601","060112","gm. Rokitno",325
326,"0601","060113","gm. Rossosz",326
327,"0601","060114","gm. Sławatycze",327
328,"0601","060115","gm. Sosnówka",328
329,"0601","060116","gm. Terespol",329
330,"0601","060117","gm. Tuczna",330
331,"0601","060118","gm. Wisznice",331
332,"0601","060119","gm. Zalesie",332
333,"0602","060201","m. Biłgoraj",333
334,"0602","060202","gm. Aleksandrów",334
335,"0602","060203","gm. Biłgoraj",335
336,"0602","060204","gm. Biszcza",336
337,"0602","060205","gm. Frampol",337
338,"0602","060206","gm. Goraj",338
339,"0602","060207","gm. Józefów",339
340,"0602","060208","gm. Księżpol",340
341,"0602","060209","gm. Łukowa",341
342,"0602","060210","gm. Obsza",342
343,"0602","060211","gm. Potok Górny",343
344,"0602","060212","gm. Tarnogród",344
345,"0602","060213","gm. Tereszpol",345
346,"0602","060214","gm. Turobin",346
347,"0603","060301","m. Rejowiec Fabryczny",347
348,"0603","060302","gm. Białopole",348
349,"0603","060303","gm. Chełm",349
350,"0603","060304","gm. Dorohusk",350
351,"0603","060305","gm. Dubienka",351
352,"0603","060306","gm. Kamień",352
353,"0603","060307","gm. Leśniowice",353
354,"0603","060308","gm. Rejowiec Fabryczny",354
355,"0603","060309","gm. Ruda-Huta",355
356,"0603","060310","gm. Sawin",356
357,"0603","060311","gm. Siedliszcze",357
358,"0603","060312","gm. Wierzbica",358
359,"0603","060313","gm. Wojsławice",359
360,"0603","060314","gm. Żmudź",360
361,"0603","060315","gm. Rejowiec",361
362,"0604","060401","m. Hrubieszów",362
363,"0604","060402","gm. Dołhobyczów",363
364,"0604","060403","gm. Horodło",364
365,"0604","060404","gm. Hrubieszów",365
366,"0604","060405","gm. Mircze",366
367,"0604","060406","gm. Trzeszczany",367
368,"0604","060407","gm. Uchanie",368
369,"0604","060408","gm. Werbkowice",369
370,"0605","060501","gm. Batorz",370
371,"0605","060502","gm. Chrzanów",371
372,"0605","060503","gm. Dzwola",372
373,"0605","060504","gm. Godziszów",373
374,"0605","060505","gm. Janów Lubelski",374
375,"0605","060506","gm. Modliborzyce",375
376,"0605","060507","gm. Potok Wielki",376
377,"0606","060601","m. Krasnystaw",377
378,"0606","060602","gm. Fajsławice",378
379,"0606","060603","gm. Gorzków",379
380,"0606","060604","gm. Izbica",380
381,"0606","060605","gm. Krasnystaw",381
382,"0606","060606","gm. Kraśniczyn",382
383,"0606","060607","gm. Łopiennik Górny",383
384,"0606","060609","gm. Rudnik",384
385,"0606","060610","gm. Siennica Różana",385
386,"0606","060611","gm. Żółkiewka",386
387,"0607","060701","m. Kraśnik",387
388,"0607","060702","gm. Annopol",388
389,"0607","060703","gm. Dzierzkowice",389
390,"0607","060704","gm. Gościeradów",390
391,"0607","060705","gm. Kraśnik",391
392,"0607","060706","gm. Szastarka",392
393,"0607","060707","gm. Trzydnik Duży",393
394,"0607","060708","gm. Urzędów",394
395,"0607","060709","gm. Wilkołaz",395
396,"0607","060710","gm. Zakrzówek",396
397,"0608","060801","m. Lubartów",397
398,"0608","060802","gm. Abramów",398
399,"0608","060803","gm. Firlej",399
400,"0608","060804","gm. Jeziorzany",400
401,"0608","060805","gm. Kamionka",401
402,"0608","060806","gm. Kock",402
403,"0608","060807","gm. Lubartów",403
404,"0608","060808","gm. Michów",404
405,"0608","060809","gm. Niedźwiada",405
406,"0608","060810","gm. Ostrów Lubelski",406
407,"0608","060811","gm. Ostrówek",407
408,"0608","060812","gm. Serniki",408
409,"0608","060813","gm. Uścimów",409
410,"0609","060901","gm. Bełżyce",410
411,"0609","060902","gm. Borzechów",411
412,"0609","060903","gm. Bychawa",412
413,"0609","060904","gm. Garbów",413
414,"0609","060905","gm. Głusk",414
415,"0609","060906","gm. Jabłonna",415
416,"0609","060907","gm. Jastków",416
417,"0609","060908","gm. Konopnica",417
418,"0609","060909","gm. Krzczonów",418
419,"0609","060910","gm. Niedrzwica Duża",419
420,"0609","060911","gm. Niemce",420
421,"0609","060912","gm. Strzyżewice",421
422,"0609","060913","gm. Wojciechów",422
423,"0609","060914","gm. Wólka",423
424,"0609","060915","gm. Wysokie",424
425,"0609","060916","gm. Zakrzew",425
426,"0610","061001","gm. Cyców",426
427,"0610","061002","gm. Ludwin",427
428,"0610","061003","gm. Łęczna",428
429,"0610","061004","gm. Milejów",429
430,"0610","061005","gm. Puchaczów",430
431,"0610","061006","gm. Spiczyn",431
432,"0611","061101","m. Łuków",432
433,"0611","061102","m. Stoczek Łukowski",433
434,"0611","061103","gm. Adamów",434
435,"0611","061104","gm. Krzywda",435
436,"0611","061105","gm. Łuków",436
437,"0611","061106","gm. Serokomla",437
438,"0611","061107","gm. Stanin",438
439,"0611","061108","gm. Stoczek Łukowski",439
440,"0611","061109","gm. Trzebieszów",440
441,"0611","061110","gm. Wojcieszków",441
442,"0611","061111","gm. Wola Mysłowska",442
443,"0612","061201","gm. Chodel",443
444,"0612","061202","gm. Józefów nad Wisłą",444
445,"0612","061203","gm. Karczmiska",445
446,"0612","061204","gm. Łaziska",446
447,"0612","061205","gm. Opole Lubelskie",447
448,"0612","061206","gm. Poniatowa",448
449,"0612","061207","gm. Wilków",449
450,"0613","061301","gm. Dębowa Kłoda",450
451,"0613","061302","gm. Jabłoń",451
452,"0613","061303","gm. Milanów",452
453,"0613","061304","gm. Parczew",453
454,"0613","061305","gm. Podedwórze",454
455,"0613","061306","gm. Siemień",455
456,"0613","061307","gm. Sosnowica",456
457,"0614","061401","m. Puławy",457
458,"0614","061402","gm. Baranów",458
459,"0614","061403","gm. Janowiec",459
460,"0614","061404","gm. Kazimierz Dolny",460
461,"0614","061405","gm. Końskowola",461
462,"0614","061406","gm. Kurów",462
463,"0614","061407","gm. Markuszów",463
464,"0614","061408","gm. Nałęczów",464
465,"0614","061409","gm. Puławy",465
466,"0614","061410","gm. Wąwolnica",466
467,"0614","061411","gm. Żyrzyn",467
468,"0615","061501","m. Radzyń Podlaski",468
469,"0615","061502","gm. Borki",469
470,"0615","061503","gm. Czemierniki",470
471,"0615","061504","gm. Kąkolewnica",471
472,"0615","061505","gm. Komarówka Podlaska",472
473,"0615","061506","gm. Radzyń Podlaski",473
474,"0615","061507","gm. Ulan-Majorat",474
475,"0615","061508","gm. Wohyń",475
476,"0616","061601","m. Dęblin",476
477,"0616","061602","gm. Kłoczew",477
478,"0616","061603","gm. Nowodwór",478
479,"0616","061604","gm. Ryki",479
480,"0616","061605","gm. Stężyca",480
481,"0616","061606","gm. Ułęż",481
482,"0617","061701","m. Świdnik",482
483,"0617","061702","gm. Mełgiew",483
484,"0617","061703","gm. Piaski",484
485,"0617","061704","gm. Rybczewice",485
486,"0617","061705","gm. Trawniki",486
487,"0618","061801","m. Tomaszów Lubelski",487
488,"0618","061802","gm. Bełżec",488
489,"0618","061803","gm. Jarczów",489
490,"0618","061804","gm. Krynice",490
491,"0618","061805","gm. Lubycza Królewska",491
492,"0618","061806","gm. Łaszczów",492
493,"0618","061807","gm. Rachanie",493
494,"0618","061808","gm. Susiec",494
495,"0618","061809","gm. Tarnawatka",495
496,"0618","061810","gm. Telatyn",496
497,"0618","061811","gm. Tomaszów Lubelski",497
498,"0618","061812","gm. Tyszowce",498
499,"0618","061813","gm. Ulhówek",499
500,"0619","061901","m. Włodawa",500
501,"0619","061902","gm. Hanna",501
502,"0619","061903","gm. Hańsk",502
503,"0619","061904","gm. Stary Brus",503
504,"0619","061905","gm. Urszulin",504
505,"0619","061906","gm. Włodawa",505
506,"0619","061907","gm. Wola Uhruska",506
507,"0619","061908","gm. Wyryki",507
508,"0620","062001","gm. Adamów",508
509,"0620","062002","gm. Grabowiec",509
510,"0620","062003","gm. Komarów-Osada",510
511,"0620","062004","gm. Krasnobród",511
512,"0620","062005","gm. Łabunie",512
513,"0620","062006","gm. Miączyn",513
514,"0620","062007","gm. Nielisz",514
515,"0620","062008","gm. Radecznica",515
516,"0620","062009","gm. Sitno",516
517,"0620","062010","gm. Skierbieszów",517
518,"0620","062011","gm. Stary Zamość",518
519,"0620","062012","gm. Sułów",519
520,"0620","062013","gm. Szczebrzeszyn",520
521,"0620","062014","gm. Zamość",521
522,"0620","062015","gm. Zwierzyniec",522
523,"0661","066101","m. Biała Podlaska",523
524,"0662","066201","m. Chełm",524
525,"0663","066301","m. Lublin",525
526,"0664","066401","m. Zamość",526
527,"0801","080101","m. Kostrzyn nad Odrą",527
528,"0801","080102","gm. Bogdaniec",528
529,"0801","080103","gm. Deszczno",529
530,"0801","080104","gm. Kłodawa",530
531,"0801","080105","gm. Lubiszyn",531
532,"0801","080106","gm. Santok",532
533,"0801","080107","gm. Witnica",533
534,"0802","080201","m. Gubin",534
535,"0802","080202","gm. Bobrowice",535
536,"0802","080203","gm. Bytnica",536
537,"0802","080204","gm. Dąbie",537
538,"0802","080205","gm. Gubin",538
539,"0802","080206","gm. Krosno Odrzańskie",539
540,"0802","080207","gm. Maszewo",540
541,"0803","080301","gm. Bledzew",541
542,"0803","080302","gm. Międzyrzecz",542
543,"0803","080303","gm. Przytoczna",543
544,"0803","080304","gm. Pszczew",544
545,"0803","080305","gm. Skwierzyna",545
546,"0803","080306","gm. Trzciel",546
547,"0804","080401","m. Nowa Sól",547
548,"0804","080402","gm. Bytom Odrzański",548
549,"0804","080403","gm. Kolsko",549
550,"0804","080404","gm. Kożuchów",550
551,"0804","080405","gm. Nowa Sól",551
552,"0804","080406","gm. Nowe Miasteczko",552
553,"0804","080407","gm. Otyń",553
554,"0804","080408","gm. Siedlisko",554
555,"0805","080501","gm. Cybinka",555
556,"0805","080502","gm. Górzyca",556
557,"0805","080503","gm. Ośno Lubuskie",557
558,"0805","080504","gm. Rzepin",558
559,"0805","080505","gm. Słubice",559
560,"0806","080601","gm. Dobiegniew",560
561,"0806","080602","gm. Drezdenko",561
562,"0806","080603","gm. Stare Kurowo",562
563,"0806","080604","gm. Strzelce Krajeńskie",563
564,"0806","080605","gm. Zwierzyn",564
565,"0807","080701","gm. Krzeszyce",565
566,"0807","080702","gm. Lubniewice",566
567,"0807","080703","gm. Słońsk",567
568,"0807","080704","gm. Sulęcin",568
569,"0807","080705","gm. Torzym",569
570,"0808","080801","gm. Lubrza",570
571,"0808","080802","gm. Łagów",571
572,"0808","080803","gm. Skąpe",572
573,"0808","080804","gm. Szczaniec",573
574,"0808","080805","gm. Świebodzin",574
575,"0808","080806","gm. Zbąszynek",575
576,"0809","080901","gm. Babimost",576
577,"0809","080902","gm. Bojadła",577
578,"0809","080903","gm. Czerwieńsk",578
579,"0809","080904","gm. Kargowa",579
580,"0809","080905","gm. Nowogród Bobrzański",580
581,"0809","080906","gm. Sulechów",581
582,"0809","080907","gm. Świdnica",582
583,"0809","080908","gm. Trzebiechów",583
584,"0809","080909","gm. Zabór",584
585,"0810","081001","m. Gozdnica",585
586,"0810","081002","m. Żagań",586
587,"0810","081003","gm. Brzeźnica",587
588,"0810","081004","gm. Iłowa",588
589,"0810","081005","gm. Małomice",589
590,"0810","081006","gm. Niegosławice",590
591,"0810","081007","gm. Szprotawa",591
592,"0810","081008","gm. Wymiarki",592
593,"0810","081009","gm. Żagań",593
594,"0811","081101","m. Łęknica",594
595,"0811","081102","m. Żary",595
596,"0811","081103","gm. Brody",596
597,"0811","081104","gm. Jasień",597
598,"0811","081105","gm. Lipinki Łużyckie",598
599,"0811","081106","gm. Lubsko",599
600,"0811","081107","gm. Przewóz",600
601,"0811","081108","gm. Trzebiel",601
602,"0811","081109","gm. Tuplice",602
603,"0811","081110","gm. Żary",603
604,"0812","081201","gm. Sława",604
605,"0812","081202","gm. Szlichtyngowa",605
606,"0812","081203","gm. Wschowa",606
607,"0861","086101","m. Gorzów Wielkopolski",607
608,"0862","086201","m. Zielona Góra",608
609,"1001","100101","m. Bełchatów",609
610,"1001","100102","gm. Bełchatów",610
611,"1001","100103","gm. Drużbice",611
612,"1001","100104","gm. Kleszczów",612
613,"1001","100105","gm. Kluki",613
614,"1001","100106","gm. Rusiec",614
615,"1001","100107","gm. Szczerców",615
616,"1001","100108","gm. Zelów",616
617,"1002","100201","m. Kutno",617
618,"1002","100202","gm. Bedlno",618
619,"1002","100203","gm. Dąbrowice",619
620,"1002","100204","gm. Krośniewice",620
621,"1002","100205","gm. Krzyżanów",621
622,"1002","100206","gm. Kutno",622
623,"1002","100207","gm. Łanięta",623
624,"1002","100208","gm. Nowe Ostrowy",624
625,"1002","100209","gm. Oporów",625
626,"1002","100210","gm. Strzelce",626
627,"1002","100211","gm. Żychlin",627
628,"1003","100301","gm. Buczek",628
629,"1003","100302","gm. Łask",629
630,"1003","100303","gm. Sędziejowice",630
631,"1003","100304","gm. Widawa",631
632,"1003","100305","gm. Wodzierady",632
633,"1004","100401","m. Łęczyca",633
634,"1004","100402","gm. Daszyna",634
635,"1004","100403","gm. Góra Świętej Małgorzaty",635
636,"1004","100404","gm. Grabów",636
637,"1004","100405","gm. Łęczyca",637
638,"1004","100406","gm. Piątek",638
639,"1004","100407","gm. Świnice Warckie",639
640,"1004","100408","gm. Witonia",640
641,"1005","100501","m. Łowicz",641
642,"1005","100502","gm. Bielawy",642
643,"1005","100503","gm. Chąśno",643
644,"1005","100504","gm. Domaniewice",644
645,"1005","100505","gm. Kiernozia",645
646,"1005","100506","gm. Kocierzew Południowy",646
647,"1005","100507","gm. Łowicz",647
648,"1005","100508","gm. Łyszkowice",648
649,"1005","100509","gm. Nieborów",649
650,"1005","100510","gm. Zduny",650
651,"1006","100602","gm. Andrespol",651
652,"1006","100603","gm. Brójce",652
653,"1006","100607","gm. Koluszki",653
654,"1006","100608","gm. Nowosolna",654
655,"1006","100610","gm. Rzgów",655
656,"1006","100611","gm. Tuszyn",656
657,"1007","100701","gm. Białaczów",657
658,"1007","100702","gm. Drzewica",658
659,"1007","100703","gm. Mniszków",659
660,"1007","100704","gm. Opoczno",660
661,"1007","100705","gm. Paradyż",661
662,"1007","100706","gm. Poświętne",662
663,"1007","100707","gm. Sławno",663
664,"1007","100708","gm. Żarnów",664
665,"1008","100801","m. Konstantynów Łódzki",665
666,"1008","100802","m. Pabianice",666
